date,pl,funds
2001-02-13T23:00:00Z,43309.12646800001,50819.27136175001
2001-02-14T23:00:00Z,43654.593516000015,51164.73840975002
2001-02-15T23:00:00Z,43646.578516000016,58646.578516000016
2001-02-18T23:00:00Z,43546.70980100002,51050.68047325002
2001-02-19T23:00:00Z,43178.69540200002,50682.66607425002
2001-02-20T23:00:00Z,43043.28141200002,50547.252084250016
2001-02-21T23:00:00Z,42908.46285800002,50412.43353025002
2001-02-22T23:00:00Z,43042.88791600002,50546.85858825002
2001-02-25T23:00:00Z,43034.68291600001,58034.68291600001
2001-02-26T23:00:00Z,43034.68291600001,58034.68291600001
2001-02-27T23:00:00Z,43034.68291600001,58034.68291600001
2001-02-28T23:00:00Z,42957.19855700001,50464.36420550001
2001-03-01T23:00:00Z,42675.881255000015,50183.04690350001
2001-03-04T23:00:00Z,43082.82314900002,50589.98879750002
2001-03-05T23:00:00Z,43074.418149000005,58074.418149000005
2001-03-06T23:00:00Z,43074.418149000005,58074.418149000005
2001-03-07T23:00:00Z,42915.718839,50422.712138250005
2001-03-08T23:00:00Z,42967.42527600001,50474.418575250005
2001-03-11T23:00:00Z,43185.596110000006,50692.58940925001
2001-03-12T23:00:00Z,43177.30111000001,58177.30111000001
2001-03-14T23:00:00Z,43177.30111000001,58177.30111000001
2001-03-15T23:00:00Z,43046.47206400001,50554.19637650001
2001-03-18T23:00:00Z,43167.62524000001,50675.34955250001
2001-03-19T23:00:00Z,43025.34401200001,50533.06832450001
2001-03-20T23:00:00Z,42762.556264000006,50270.28057650001
2001-03-21T23:00:00Z,42738.01766600001,50245.74197850001
2001-03-22T23:00:00Z,42986.237870000004,50493.96218250001
2001-03-25T22:00:00Z,42977.807870000004,57977.807870000004
2001-03-26T22:00:00Z,42977.807870000004,57977.807870000004
2001-03-27T22:00:00Z,42977.807870000004,57977.807870000004
2001-03-28T22:00:00Z,42977.807870000004,57977.807870000004
2001-03-29T22:00:00Z,42977.807870000004,57977.807870000004
2001-04-01T22:00:00Z,42890.92600200001,50400.216963000006
2001-04-02T22:00:00Z,43216.236486,50725.527447
2001-04-03T22:00:00Z,43208.236486,58208.236486
2001-04-04T22:00:00Z,43208.236486,58208.236486
2001-04-05T22:00:00Z,43208.236486,58208.236486
2001-04-08T22:00:00Z,43208.236486,58208.236486
2001-04-09T22:00:00Z,43208.236486,58208.236486
2001-04-10T22:00:00Z,43208.236486,58208.236486
2001-04-11T22:00:00Z,43085.567955000006,50589.92731975001
2001-04-16T22:00:00Z,43092.91464,50597.274004750005
2001-04-17T22:00:00Z,43361.719696,50866.07906075
2001-04-18T22:00:00Z,43353.78969600001,58353.78969600001
2001-04-19T22:00:00Z,43352.56622500001,50864.16606275001
2001-04-22T22:00:00Z,43643.61442400001,51155.21426175001
2001-04-23T22:00:00Z,43635.86442400001,58635.86442400001
2001-04-24T22:00:00Z,43635.86442400001,58635.86442400001
2001-04-25T22:00:00Z,43635.86442400001,58635.86442400001
2001-04-26T22:00:00Z,43948.615108000005,51453.46720200001
2001-04-29T22:00:00Z,43940.79510800001,58940.79510800001
2001-05-01T22:00:00Z,44124.03509300002,51632.51043350002
2001-05-02T22:00:00Z,44116.28009300001,59116.28009300001
2001-05-03T22:00:00Z,44116.28009300001,59116.28009300001
2001-05-06T22:00:00Z,44419.84848500001,51924.528756750005
2001-05-07T22:00:00Z,44411.77848500001,59411.77848500001
2001-05-08T22:00:00Z,44411.77848500001,59411.77848500001
2001-05-09T22:00:00Z,44411.77848500001,59411.77848500001
2001-05-10T22:00:00Z,44607.06483100002,52117.56469550002
2001-05-13T22:00:00Z,44599.224831000014,59599.224831000014
2001-05-14T22:00:00Z,44599.224831000014,59599.224831000014
2001-05-15T22:00:00Z,44599.224831000014,59599.224831000014
2001-05-16T22:00:00Z,44599.224831000014,59599.224831000014
2001-05-17T22:00:00Z,45401.93359600001,52906.30571350001
2001-05-20T22:00:00Z,45394.30859600001,60394.30859600001
2001-05-21T22:00:00Z,45394.30859600001,60394.30859600001
2001-05-22T22:00:00Z,45394.30859600001,60394.30859600001
2001-05-23T22:00:00Z,45394.30859600001,60394.30859600001
2001-05-24T22:00:00Z,45394.30859600001,60394.30859600001
2001-05-27T22:00:00Z,45394.30859600001,60394.30859600001
2001-05-28T22:00:00Z,45394.30859600001,60394.30859600001
2001-05-29T22:00:00Z,45394.30859600001,60394.30859600001
2001-05-30T22:00:00Z,45394.30859600001,60394.30859600001
2001-05-31T22:00:00Z,45394.30859600001,60394.30859600001
2001-06-04T22:00:00Z,45394.30859600001,60394.30859600001
2001-06-05T22:00:00Z,45394.30859600001,60394.30859600001
2001-06-06T22:00:00Z,45394.30859600001,60394.30859600001
2001-06-07T22:00:00Z,45394.30859600001,60394.30859600001
2001-06-10T22:00:00Z,45394.30859600001,60394.30859600001
2001-06-11T22:00:00Z,45385.601814000016,52892.871438750015
2001-06-12T22:00:00Z,45031.28313600001,52538.55276075001
2001-06-13T22:00:00Z,44938.681461000015,52445.95108575001
2001-06-14T22:00:00Z,45215.761002000014,52723.03062675001
2001-06-17T22:00:00Z,45208.25600200002,60208.25600200002
2001-06-18T22:00:00Z,45208.25600200002,60208.25600200002
2001-06-19T22:00:00Z,45208.25600200002,60208.25600200002
2001-06-20T22:00:00Z,45208.25600200002,60208.25600200002
2001-06-21T22:00:00Z,45208.25600200002,60208.25600200002
2001-06-24T22:00:00Z,45208.25600200002,60208.25600200002
2001-06-25T22:00:00Z,45208.25600200002,60208.25600200002
2001-06-26T22:00:00Z,45255.20803200001,52764.91661225001
2001-06-27T22:00:00Z,44952.84180600001,52462.55038625001
2001-06-28T22:00:00Z,45152.66885400001,52662.37743425001
2001-07-01T22:00:00Z,45145.13885400001,60145.13885400001
2001-07-02T22:00:00Z,45145.13885400001,60145.13885400001
2001-07-03T22:00:00Z,45145.13885400001,60145.13885400001
2001-07-04T22:00:00Z,45145.13885400001,60145.13885400001
2001-07-05T22:00:00Z,45047.12679900001,52549.02229225001
2001-07-08T22:00:00Z,44854.09677700001,52355.99227025001
2001-07-09T22:00:00Z,44698.164952000014,52200.06044525001
2001-07-10T22:00:00Z,44686.30899300001,52188.20448625001
2001-07-11T22:00:00Z,44163.298895000014,51665.19438825001
2001-07-12T22:00:00Z,44562.46614600001,52064.36163925001
2001-07-15T22:00:00Z,44554.981146000006,59554.981146000006
2001-07-16T22:00:00Z,44567.576522,52070.706997
2001-07-17T22:00:00Z,44689.87637400001,52193.006849000005
2001-07-18T22:00:00Z,44682.09637400001,59682.09637400001
2001-07-19T22:00:00Z,44894.003672000006,52400.756106500005
2001-07-22T22:00:00Z,44886.13367200001,59886.13367200001
2001-07-23T22:00:00Z,44886.13367200001,59886.13367200001
2001-07-24T22:00:00Z,44886.13367200001,59886.13367200001
2001-07-25T22:00:00Z,44886.13367200001,59886.13367200001
2001-07-26T22:00:00Z,44886.13367200001,59886.13367200001
2001-07-29T22:00:00Z,44886.13367200001,59886.13367200001
2001-07-30T22:00:00Z,44886.13367200001,59886.13367200001
2001-07-31T22:00:00Z,44886.13367200001,59886.13367200001
2001-08-01T22:00:00Z,44886.13367200001,59886.13367200001
2001-08-02T22:00:00Z,44886.13367200001,59886.13367200001
2001-08-05T22:00:00Z,44886.13367200001,59886.13367200001
2001-08-06T22:00:00Z,44886.13367200001,59886.13367200001
2001-08-07T22:00:00Z,44886.13367200001,59886.13367200001
2001-08-08T22:00:00Z,44738.29206400001,52242.62273150001
2001-08-09T22:00:00Z,44924.38491200001,52428.71557950001
2001-08-12T22:00:00Z,44916.58491200001,59916.58491200001
2001-08-13T22:00:00Z,45200.01226200001,52709.68081575001
2001-08-14T22:00:00Z,45192.20726200001,60192.20726200001
2001-08-15T22:00:00Z,45192.20726200001,60192.20726200001
2001-08-16T22:00:00Z,45077.87541800001,52587.22083575001
2001-08-19T22:00:00Z,45247.692675000006,52757.03809275001
2001-08-20T22:00:00Z,45239.96267500001,60239.96267500001
2001-08-21T22:00:00Z,45425.21409200001,52930.81298000001
2001-08-22T22:00:00Z,45273.028821,52778.627709
2001-08-23T22:00:00Z,45247.209042,52752.80793
2001-08-26T22:00:00Z,45265.56684500001,52771.16573300001
2001-08-27T22:00:00Z,45232.847624,52738.446512
2001-08-28T22:00:00Z,44803.283786,52308.882674
2001-08-29T22:00:00Z,45203.541461,52709.140349
2001-08-30T22:00:00Z,45195.846461,60195.846461
2001-09-02T22:00:00Z,45458.71635100001,52965.23044250001
2001-09-03T22:00:00Z,45450.97135100001,60450.97135100001
2001-09-04T22:00:00Z,45450.97135100001,60450.97135100001
2001-09-05T22:00:00Z,45393.615337,52903.448683
2001-09-06T22:00:00Z,45200.67757700001,52710.51092300001
2001-09-09T22:00:00Z,45327.73874100001,52837.57208700001
2001-09-10T22:00:00Z,45319.94874100001,60319.94874100001
2001-09-11T22:00:00Z,45319.94874100001,60319.94874100001
2001-09-12T22:00:00Z,45547.69884500001,53050.49081225001
2001-09-13T22:00:00Z,45539.273845,60539.273845
2001-09-16T22:00:00Z,45539.273845,60539.273845
2001-09-17T22:00:00Z,45539.273845,60539.273845
2001-09-18T22:00:00Z,45539.273845,60539.273845
2001-09-19T22:00:00Z,45539.273845,60539.273845
2001-09-20T22:00:00Z,45539.273845,60539.273845
2001-09-23T22:00:00Z,45539.273845,60539.273845
2001-09-24T22:00:00Z,45539.273845,60539.273845
2001-09-25T22:00:00Z,45539.273845,60539.273845
2001-09-26T22:00:00Z,45539.273845,60539.273845
2001-09-27T22:00:00Z,45479.678152,52989.65622525
2001-09-30T22:00:00Z,45274.779482000005,52784.757555250006
2001-10-01T22:00:00Z,45001.095565,52511.07363825
2001-10-02T22:00:00Z,45169.006208000006,52678.98428125001
2001-10-03T22:00:00Z,45383.552391000005,52893.530464250005
2001-10-04T22:00:00Z,45374.857391000005,60374.857391000005
2001-10-07T22:00:00Z,45374.857391000005,60374.857391000005
2001-10-08T22:00:00Z,45176.60203,52679.31662125
2001-10-09T22:00:00Z,45047.153796000006,52549.868387250004
2001-10-10T22:00:00Z,45139.470120000005,52642.18471125
2001-10-11T22:00:00Z,45202.210779,52704.92537025
2001-10-14T22:00:00Z,45193.83577900001,60193.83577900001
2001-10-15T22:00:00Z,45193.83577900001,60193.83577900001
2001-10-16T22:00:00Z,45193.83577900001,60193.83577900001
2001-10-17T22:00:00Z,45193.83577900001,60193.83577900001
2001-10-18T22:00:00Z,45193.83577900001,60193.83577900001
2001-10-21T22:00:00Z,45284.846655000016,52790.43722800002
2001-10-22T22:00:00Z,45317.918351000015,52823.508924000016
2001-10-23T22:00:00Z,45309.39835100001,60309.39835100001
2001-10-24T22:00:00Z,45309.39835100001,60309.39835100001
2001-10-25T22:00:00Z,45309.39835100001,60309.39835100001
2001-10-28T23:00:00Z,45309.39835100001,60309.39835100001
